id,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25
102697,-0.819545,0.062516,-0.580504,1.147723,0.428778,-0.872578,-0.613722,0.351366,-0.997980,-0.797266,0.593853,0.664259,-2.309463,0.744711,-0.057048,1.315484,-0.116302,-0.509506,0.505987,0.389832,-0.479908,1.449107,-0.625879,-0.646808,-0.942465
102698,-1.409252,-0.411118,-0.480323,1.138230,-0.397906,-1.093343,0.170665,-0.477273,-0.728477,0.818564,-0.389161,-1.934123,0.458279,0.942756,0.054220,1.156834,1.189721,-0.544035,1.035254,-0.678504,-1.388526,1.800398,-0.811479,0.081583,-0.886879
102699,0.645583,0.897100,1.106534,-2.209651,-0.778835,-0.109775,-1.953601,-0.713851,0.590911,-0.656901,0.685100,1.680340,-0.704192,-0.417531,-1.288035,-1.752242,0.612119,-0.674658,-1.256184,-0.827004,-0.663402,-0.524092,-1.066372,0.289168,1.133004
102700,-0.020263,0.612478,-0.250422,0.359898,1.218088,0.272207,-0.133271,1.120766,1.175918,0.790451,1.480801,-0.646718,0.206637,-0.188254,-0.620313,1.512793,-1.040752,0.291942,0.101292,-1.119492,0.574347,-0.060666,0.454000,-0.250840,0.130398
102701,1.623923,-1.390818,0.608883,-1.722596,1.454152,1.870498,-0.820632,0.934046,0.422590,-0.020982,-0.647994,0.500486,0.250513,-1.331254,1.122434,-1.762492,-0.154862,0.147636,-0.394462,0.069489,-3.059983,1.019696,-2.827176,0.535370,-0.480324
102702,0.346452,0.796748,1.859438,-0.134942,-1.517650,-0.264940,-0.498052,-1.065541,0.669664,1.159862,0.327782,-0.009503,-0.540223,0.063226,0.986313,0.820428,0.090306,-0.251679,-0.703744,1.008420,-0.939658,0.081314,-0.459252,-1.671246,-0.654524
102703,1.023395,0.012019,1.186137,3.215682,-0.654766,0.418027,3.743440,-0.775585,1.914997,-0.642575,0.474706,-0.480286,-0.365687,-0.702974,0.929809,-0.611993,0.739524,-0.448623,0.696559,2.416720,-0.175378,-0.145726,2.278631,-0.204469,0.459181
102704,0.401134,-1.047213,0.099149,-0.072154,0.803040,0.948912,-0.066127,0.531514,-0.533438,-0.756237,0.788152,-1.130227,0.973975,0.041860,-0.561159,0.132572,0.015097,1.260300,-0.581674,-1.136614,-1.694601,-0.729562,-0.650047,0.428781,-0.193852
102705,-0.039517,0.747681,-1.728114,0.110872,0.079610,-0.437788,-0.037095,-0.037105,0.124788,-1.011585,-1.629343,1.046530,-1.132149,0.324441,-0.818217,-0.022090,1.795270,-0.506974,1.783219,-2.868740,0.933024,-0.222169,0.447153,-1.469765,0.340794
102706,0.432812,-0.920754,0.760389,0.395116,0.536076,0.870284,0.366687,0.555862,0.338024,0.721940,0.740986,-0.557699,0.060785,0.312604,-0.656843,-0.090924,0.247991,0.375051,-0.256302,0.178360,-0.180710,0.758564,-1.593193,-1.142179,0.460779
102707,-0.996748,-1.194340,-1.757971,-0.475553,-0.015661,-0.776654,0.635050,-0.098305,-1.372412,-0.506750,0.514485,-0.704344,0.781495,0.447429,-1.054609,0.513299,-0.153012,0.390012,0.135742,1.012879,-1.270887,-0.355366,0.990460,1.292975,-1.376533
102708,0.465307,0.634518,-0.686160,-0.129637,-0.147009,0.603601,0.214265,-0.171903,-0.670120,0.550493,0.545027,-1.133227,-0.896010,-0.724692,0.510780,-1.434857,-0.197054,-0.554669,0.383358,-0.379051,1.726457,-2.352807,1.262060,1.160632,-0.680898
102709,1.528289,1.597141,0.699487,-1.024801,0.188913,0.099727,-0.987842,0.601455,0.402431,0.035242,0.544694,-1.608473,1.652265,-0.115930,0.503335,-0.125581,1.910225,0.367259,0.351314,-0.333771,0.171088,-0.161481,-0.313494,0.877735,0.060575
102710,-1.065553,0.295061,-2.001722,-0.829140,-0.702706,-0.325995,2.052428,-0.539223,-2.321979,-1.170140,-0.233723,-0.767690,0.224318,-0.756771,0.167459,0.096597,-0.372289,0.973335,0.407228,-2.145886,-0.030293,0.594335,-1.668057,1.737424,1.141270
102711,-0.820333,-0.208136,0.709160,-0.013788,0.584068,-0.886855,0.131497,0.317890,0.315574,0.464349,-0.559977,0.646283,0.261933,-0.950675,-1.209239,1.484846,-0.500162,0.226229,-0.000042,-0.404843,1.955158,0.396374,1.362567,-0.374680,0.171759
102712,-0.559491,-0.173793,1.500955,0.682824,0.438801,-0.745756,0.984091,0.373375,-0.825647,-0.297473,-0.885186,-0.060107,-0.313227,-0.053133,0.538022,-0.525808,1.625931,-0.075385,2.391875,0.333270,1.646734,-1.463151,0.964401,0.156740,-1.533571
102713,-0.450687,-0.382197,-0.585708,1.362723,0.934592,-0.223678,-0.944007,0.353207,0.361759,0.663093,0.054762,0.694295,-2.185145,0.048497,0.581696,0.425950,0.681242,-0.431098,1.454359,0.839931,0.747860,-1.415826,-0.332026,1.127376,-0.849426
102714,-1.119834,-1.742919,2.027441,0.553047,-0.075606,-0.282922,1.209523,-0.095270,1.451613,-0.044058,-0.314725,-0.008915,1.598004,0.455469,1.330052,1.139395,1.225656,0.930043,0.932836,0.310232,-0.105756,0.797401,-0.715905,-1.770836,0.563703
102715,-0.348259,-1.335192,-0.847113,1.252730,-1.875822,0.126519,-1.065847,-0.868515,0.384240,0.715371,-0.327847,-1.125352,0.013154,-1.542471,-2.126075,0.280197,1.387090,1.033776,-1.342569,-0.069676,0.472581,-0.103011,1.518709,0.037626,0.389415
102716,1.307936,0.198357,0.530476,-1.098608,-0.932320,1.237892,-0.325560,-1.037147,-0.617179,-0.154995,1.266509,-2.657855,0.279818,0.662435,0.763612,0.321948,0.257566,-0.076594,1.605056,0.420434,-0.614038,-0.883023,1.437544,1.104424,0.465060
102717,0.346458,-0.237062,-1.944156,0.297676,0.520838,1.089251,-0.578281,0.520273,-0.652597,-0.302185,1.548405,0.128824,1.811432,0.506381,0.532600,0.399303,0.577204,-0.443933,-0.804222,-0.599915,-1.262317,0.646774,2.349557,-0.281244,-1.628461
102718,2.470592,0.095424,-0.100562,0.233419,-0.849636,1.982419,0.160571,-0.794173,0.370103,1.644872,-1.022144,-0.279336,-1.308499,-0.600749,-1.060084,1.723229,1.662040,-1.296924,-1.722237,0.534026,-0.062691,-1.053544,1.555537,1.247978,0.624061
102719,0.113799,0.390659,-0.464721,0.511563,1.492409,0.915497,-0.346939,0.769814,-0.821991,-0.385571,-2.026431,-1.143073,0.160283,1.162798,0.044875,-0.797235,0.481081,0.026988,-0.256941,0.716637,-0.579862,-1.057600,-1.565971,-0.763141,-0.098536
102720,-0.100133,-0.799080,0.877803,-1.486128,-0.953253,-0.992290,-1.819893,-0.641842,1.036128,1.495095,1.483828,-1.403294,-0.390227,-0.739697,-0.640232,-0.613034,-1.172768,1.574966,-0.726771,-1.345290,0.076092,-0.092494,0.313262,0.384764,0.198612
102721,0.532454,0.287009,0.863119,0.458261,-0.179405,0.212956,0.775057,-0.154587,-0.247985,0.813700,-1.264273,0.931756,-0.331303,0.271390,0.368839,-0.214369,-0.879117,-0.630153,1.554591,0.098588,-1.589965,0.767133,1.213553,-0.564617,1.011254
102722,-0.947579,0.035387,-1.193743,1.649573,0.791984,-0.581297,-2.318612,0.581138,-0.090402,2.174382,0.197783,0.045564,0.104757,1.659940,-1.389212,1.079023,0.421633,0.039793,1.066682,0.413408,-0.527498,0.948605,0.198881,1.258067,-1.033220
102723,0.715722,0.078662,-0.017746,0.158713,-0.903527,0.899399,-0.655520,-1.082288,0.208186,-0.032740,-0.378424,-0.368755,1.103705,0.036226,-1.413736,-1.501004,-2.804166,0.898525,1.053270,1.795459,0.967869,-0.350600,-0.313200,-0.062231,-0.495451
102724,0.951712,1.397248,0.232232,-1.215295,-1.038228,-0.301315,-0.541599,-1.046615,-0.498522,0.528619,-0.487038,-1.400323,2.122347,-0.916266,-0.379883,-1.071066,1.823016,-1.273286,-0.416530,0.512256,0.152570,-0.583156,-1.266582,1.340404,-0.813159
102725,-1.298812,0.564152,-0.349933,2.168392,-0.007843,-0.679559,-0.818645,0.204535,-0.182884,0.875082,-0.816659,1.614340,-1.064278,0.023314,-2.698291,-0.126516,0.056732,-0.424348,-0.734502,0.568367,0.129721,0.498461,0.155551,-0.409076,0.509088
102726,-1.114704,1.563708,-1.325047,2.039767,0.530588,-1.267468,-3.476499,0.333266,-0.303562,0.230204,-0.107076,-1.309521,0.813547,0.850627,0.485894,0.682119,0.508566,1.846967,0.468307,0.813248,1.475841,0.035952,-1.463238,-1.130945,-0.541321
102727,-1.816514,-0.105812,0.272531,-2.515676,-0.314115,-1.490331,-0.577756,-0.122108,0.991673,0.055335,-0.341802,-1.485062,-0.275814,0.334152,-0.546054,1.629455,0.719865,-1.007213,0.965085,0.728761,-0.031358,0.690487,-0.098687,1.019007,-0.267847
102728,-2.077628,0.640360,-1.284081,-1.094636,-0.993725,-1.641744,1.523953,-0.675052,-0.053406,1.176106,0.096146,0.573476,-0.310559,-1.915117,-0.437938,0.762020,0.080593,0.726418,0.058369,0.148046,0.409869,0.141931,0.530261,0.897624,-2.289380
102729,1.097063,0.145150,-0.209643,1.213421,1.834208,0.473111,-0.561679,0.868266,0.088468,-0.825004,1.060872,0.603241,0.633551,0.288389,-0.480937,-0.909334,-0.896586,-0.849534,0.713751,-0.182444,-1.543034,1.665041,0.260837,0.755891,-0.030632
102730,-0.880193,0.453866,1.550060,0.005910,-1.174370,-0.151484,-0.002503,-1.329999,-0.925138,-1.094014,3.021641,0.996340,0.633862,0.019989,0.128480,0.069771,0.244643,0.467345,-0.061338,-1.382245,1.445646,-0.783244,0.342232,0.241792,-0.570638
102731,1.496031,0.899102,-0.526930,0.319624,-1.134567,0.358529,0.055194,-0.982428,1.959521,-0.527833,-0.912557,-0.036558,-0.837039,-1.440515,1.002580,-0.630957,-0.838100,-0.081098,-1.724780,0.188848,0.496851,0.407823,0.548224,3.476482,1.508532
102732,1.685129,0.251394,-0.525764,0.155091,0.051069,1.382074,0.686598,-0.027922,1.227752,0.782793,-0.466098,-0.331529,0.887395,0.307872,-1.988823,-0.618084,2.041675,0.449567,1.208573,-1.163866,2.003985,-0.802408,-0.756514,0.828220,-0.057737
102733,0.400168,0.653372,0.186284,-0.205260,1.499226,0.136418,0.343562,0.650974,0.252516,-0.829173,-0.519886,-0.886594,-0.431339,-1.297564,1.938815,-1.898149,0.421348,-0.992124,1.172078,0.182522,2.802524,1.183053,0.483254,-0.341270,-1.256831
102734,0.449899,0.196935,-0.554282,0.271516,-1.278119,0.899822,0.065386,-0.969549,1.951769,-0.050120,-0.175398,-0.231607,1.120669,1.546099,1.950406,2.633152,-0.581234,-0.406176,0.617411,0.279788,-0.908038,-1.550559,0.945657,-3.003406,0.563263
102735,0.174101,-1.475334,-0.680872,1.259557,-0.334425,0.085751,-0.709336,-0.483764,0.741114,-1.094297,0.376859,1.079624,-1.827500,-0.325423,1.139471,-0.032410,-0.125935,0.623906,-0.669403,1.523370,-0.199278,-0.082710,1.016820,-0.318253,-0.934752
102736,0.286697,-0.170717,-0.778195,1.141455,-0.153509,0.406996,-0.346523,0.062047,0.993820,0.536220,-1.082363,-0.512974,0.726870,0.894828,0.105414,0.760361,0.482106,-1.199182,-1.076508,1.809772,1.925124,0.398273,-0.912867,-0.435302,0.223017
102737,-0.897305,-0.803764,-0.342355,-0.088251,0.083413,-0.299781,-0.482050,-0.254421,-0.708576,0.710481,1.116141,-0.280559,0.535964,1.851004,0.518649,0.712667,-0.358698,1.225091,-1.556468,-0.709974,0.750338,-0.551979,-1.065388,1.120357,0.410270
102738,1.620643,-0.370211,0.680681,-0.952155,-0.781899,1.689109,-0.782971,-0.320271,0.336577,0.621727,0.694023,0.753925,-0.428348,0.721291,0.321600,0.809353,0.136968,1.085139,-0.720720,-0.180949,0.845201,-0.147656,-0.390237,-0.784451,-0.430020
102739,-1.099451,0.414459,-0.959978,-0.191948,-1.295398,-0.439246,-0.075268,-1.028947,-0.777421,0.000990,1.134351,-2.312452,2.084637,0.515018,-0.726237,0.781148,0.172330,-0.432492,-0.659310,0.016440,0.131564,-0.412014,-0.624835,0.536717,-0.640667
102740,0.015352,0.075306,-0.745149,0.685745,-1.339728,0.230594,-0.612139,-1.173590,0.847419,1.269526,-0.504193,-1.638785,-1.585710,0.386150,1.026981,-1.406548,-0.271160,1.346612,-0.525436,-1.976771,-0.177603,0.722735,1.429398,-0.427967,-0.124848
102741,1.317846,-1.790714,-0.397670,0.922082,0.689914,1.349212,-0.511824,0.717969,1.370163,0.777623,0.499069,-0.001528,-1.078460,0.184149,2.084100,-0.081891,-0.228333,0.217257,0.524673,-0.549631,0.674885,-0.851771,0.512554,0.987744,-0.621434
102742,0.612602,-0.100902,-0.805167,-0.526757,-0.070095,0.209823,0.430950,0.113923,0.713247,-0.275032,-0.205277,-0.150066,1.342087,0.319111,0.382241,0.496159,-0.524210,2.215656,0.311651,0.219555,-0.569277,-1.985672,1.310971,0.389769,0.317897
102743,1.575219,0.638515,-0.308055,1.567858,0.313778,0.055747,-0.331704,0.328190,-0.103252,-0.609493,-0.047430,-0.710325,1.767227,1.397832,1.459419,-0.366816,0.457363,1.144511,0.560080,1.285779,1.360003,-0.447175,0.643469,-0.372357,-0.517651
102744,-1.616976,-1.388092,0.957150,0.835803,-0.216981,-0.255589,1.032297,-0.360573,0.003611,-1.017559,0.920562,2.346325,-0.022618,0.986129,-0.182277,1.751183,-0.262564,-1.243647,1.823579,0.916444,-0.409489,-0.172456,-0.168966,-1.672421,1.623089
102745,-2.050231,-0.807674,1.112336,1.132230,-1.087462,-0.595919,1.347753,-0.854085,-0.002158,0.457662,-0.810761,-0.269883,1.172316,0.976630,1.631459,0.182959,0.494069,-0.344775,0.613506,2.731752,-0.145226,-0.222190,-1.437696,-0.903765,0.690181
102746,0.604356,0.242106,-1.797976,0.068911,-1.285768,-0.336385,-0.134299,-0.790011,0.710401,0.348232,-1.053176,0.997077,-0.034748,-0.188361,1.751343,-0.826772,-1.573793,1.205747,0.567248,-1.623455,0.403073,0.678002,-0.922579,0.278856,0.979231
102747,0.352638,-0.776530,-0.428637,0.142777,-0.628981,0.569039,-0.379422,-0.677115,-0.432510,-0.686471,1.398898,0.246479,0.278548,0.686082,-0.438225,0.376399,0.316609,-0.211389,0.511895,0.374867,-0.963373,-0.610874,-2.209994,0.853301,0.713401
102748,-1.032317,0.871141,-1.003172,-1.576513,0.322273,-0.796062,1.484178,0.273596,-2.120451,-0.036039,0.111169,0.642330,0.690320,-0.327462,0.559658,-1.103011,-1.287027,0.242557,-0.076547,0.126865,0.567803,-0.392634,-1.087037,-0.663567,-0.220246
102749,-1.239093,-0.311756,-1.691656,-0.455415,0.252899,-0.876465,0.975305,-0.096664,0.073158,1.485116,-0.106115,-0.749848,-0.933802,0.104599,-0.084031,0.943516,-0.520197,0.443272,-0.241388,2.053568,-0.978385,0.207612,0.014317,0.757285,-0.448749
102750,-0.257372,0.732437,-1.088562,1.508571,-0.142691,-0.140738,-1.755870,-0.179968,1.344257,-1.414796,0.943469,0.517555,0.652523,-1.457150,0.147985,1.370401,1.087851,0.451124,1.562727,2.239663,-0.762451,-0.425888,1.445063,-0.407664,1.071496
102751,0.097068,1.742692,-0.931344,0.317768,-0.208375,-0.662344,-0.579784,-0.114912,1.065689,0.573100,0.233014,1.046628,-1.734768,-0.502876,-2.059277,1.766593,0.455623,0.245672,0.536696,-0.296301,-1.468569,0.891109,-0.564805,-0.536804,0.958053
102752,0.811478,-2.538586,-1.909456,-0.589280,2.096812,0.798194,1.212706,1.000991,1.331971,-2.079643,-1.485155,-0.286168,-0.809314,1.203909,0.167289,-0.075873,0.949563,0.941411,0.059452,0.332442,-2.008463,-0.321274,-0.943858,-0.844708,-0.359939
102753,-0.816241,0.639128,-0.353681,-0.242888,-0.345680,-0.784946,-0.024178,-0.552173,0.255411,0.061454,-0.967119,-2.961466,0.034436,0.618516,-0.384678,0.318252,-0.300401,-0.266101,-0.711812,-0.908033,0.518392,0.912432,-0.491774,0.059854,-0.934839
102754,0.942187,-0.912686,1.429688,-0.098424,-0.407382,1.150251,-0.423937,-0.514086,-0.094303,-1.099755,-0.965784,0.337892,-1.536616,-0.800952,-0.943712,0.056503,1.119898,-0.924417,-1.130648,-2.081107,-0.678572,-0.042077,-0.799834,0.735789,1.796523
102755,0.835670,1.094382,0.331541,1.208028,-0.087928,1.120379,0.161680,0.116469,-0.834201,-0.101135,-0.228001,-1.230032,-1.597544,-1.376074,0.392483,-0.161289,-0.820252,-1.621452,-0.407222,-1.484228,2.061335,0.370831,-0.525639,-1.642685,-0.697492
102756,0.946614,-0.073693,1.434997,1.853400,0.197698,0.620910,2.261763,-0.312576,-0.300229,0.023204,-0.007551,-0.047182,0.089339,-1.275293,1.377096,-0.603501,0.645151,0.054470,-0.060877,2.402346,0.808312,-0.749098,0.282079,-2.096966,-0.655244
102757,-0.186273,-0.485169,-0.790221,0.984139,0.174727,0.121089,-0.764078,-0.361301,-1.133632,-1.309377,-1.844968,0.495289,1.452991,1.125983,1.061983,-1.223064,0.549827,-1.792137,1.762191,-0.990596,0.361494,-1.104735,1.853835,0.243605,-0.225294
102758,1.024677,0.851957,-1.592397,0.326924,-1.262678,0.547127,-0.504940,-1.266546,-1.495383,-0.336493,-1.254607,3.077690,-0.535043,-0.178760,-1.536824,-0.540486,0.620518,-1.905070,-1.872951,-0.414614,0.010155,0.274790,-1.366553,-0.521710,0.688721
102759,-1.119870,1.635805,-1.037677,1.556450,-0.159927,-0.182926,-1.750070,-0.219065,-0.365133,0.542271,-0.221704,-1.325834,-1.523143,-0.616760,-1.442733,-1.071972,1.189345,0.851455,0.911927,-2.260265,0.355465,-0.618568,0.699496,-1.501753,0.598187
102760,-0.738123,-1.355483,-1.381580,-2.329742,-0.326388,0.445807,2.972694,-0.193228,0.821354,1.107373,-0.537313,1.452404,0.708149,-1.694145,1.097801,-1.116812,0.916068,-0.515855,1.081372,-0.492866,-0.923875,-0.006586,-1.423700,-0.760556,-0.626510
102761,-0.407767,0.166061,1.879131,-0.124859,-0.795001,-0.714510,-0.060183,-0.720535,0.377500,1.309218,0.409999,0.505649,0.996431,0.221350,0.910504,2.640832,1.620407,-0.347088,-0.980624,-2.916609,0.080914,0.807432,-0.514814,-0.667554,-1.121073
102762,-0.207111,-0.545780,-0.218965,-2.684750,-0.349064,-0.183226,0.484843,-0.421239,-0.156620,0.137763,-1.209834,1.302000,-0.359327,-0.644914,0.020081,-1.300550,-0.204324,0.586673,0.220659,0.625271,0.521115,0.706707,-1.348011,1.431376,-2.095538
102763,-0.265763,-0.775970,0.471869,-2.987990,1.689086,-0.147346,-1.407801,0.832496,1.784762,0.789668,-1.441924,-1.013366,-0.790321,1.188151,-0.514476,-0.034601,-1.101269,-0.151744,-0.006882,-1.934834,0.129888,0.562099,1.023593,-0.636338,1.427476
102764,1.110875,1.396441,0.350168,-0.158138,1.002133,0.355691,0.253825,1.034260,-0.330084,1.277052,1.061147,-0.097362,-0.014455,-0.126764,0.526454,1.391363,1.122889,1.499397,-0.049266,-1.405818,-0.582671,-1.783563,-0.095912,-0.206449,-1.378899
102765,1.030170,0.571017,0.299200,0.624036,-0.063166,0.855388,0.133193,0.478892,0.064675,1.051087,-1.812270,-1.355952,-1.351492,0.410790,0.168981,1.500266,-0.800146,-1.257744,-0.543184,-1.580929,-0.911932,-0.220108,-1.076309,1.123917,1.516033
102766,-0.452655,1.259170,0.540035,-0.755307,0.758322,-0.121691,-0.104025,0.618549,-0.757150,-1.570755,0.645354,-0.708115,-0.514193,0.368775,0.321915,0.648775,0.063342,-0.308222,-0.733585,-1.023182,1.318791,-0.279031,-0.715971,2.188924,-0.690710
102767,-0.303791,1.117613,0.032247,0.148399,0.154840,-0.485189,-0.445357,0.182592,0.257665,1.155501,-0.669688,-0.329598,1.012679,-1.154762,-0.233870,-0.548354,-2.805798,-0.012691,-0.849074,0.774857,-0.433592,0.173208,-1.613377,-0.368635,0.689052
102768,1.165888,1.246424,0.524819,2.210487,-0.791698,0.115637,0.841319,-0.418943,-2.604731,-0.411125,-1.111504,-1.139112,0.994782,-0.129508,-0.164696,0.043603,0.846610,0.872736,-1.202033,2.327057,1.011607,-1.187718,-0.416136,-0.854977,-0.753622
102769,0.007255,1.175539,0.683903,0.804378,-0.050456,-0.017831,0.269165,-0.326888,-1.544384,-0.057310,0.625847,1.391475,-2.086901,0.376193,0.792512,1.407077,-0.891230,0.785794,1.403935,-0.501665,-0.555598,-2.714532,-0.019053,-0.875462,0.296302
102770,-0.179636,-1.219840,0.247049,0.400108,1.228389,0.389730,0.191549,1.013609,0.379597,-1.796300,1.282047,0.064328,-0.625575,-0.204683,0.113118,0.478721,1.293064,-0.631673,-0.510043,-0.765166,-0.174269,-0.562759,0.412420,0.343102,-1.248323
102771,0.344565,0.614981,-0.074760,-0.813991,0.622230,0.165468,-0.269627,0.441038,0.437873,1.611316,0.028171,1.608771,1.342480,-0.459051,0.070114,-1.143445,-0.508468,-1.007756,0.299131,0.655291,0.814261,-1.476752,-1.130072,-0.428902,0.637380
102772,-0.066666,-0.490505,0.401767,-0.266396,-1.128997,0.603283,-0.478792,-0.921743,0.003116,-0.125206,0.294566,0.432081,-1.404382,0.216462,-1.877658,1.317995,-0.396601,0.175821,0.521754,-1.154731,1.598072,-0.226305,0.988892,1.136593,-0.010719
102773,0.180928,-0.248862,-1.094022,-0.274189,-0.392774,0.393122,0.087476,-0.250974,0.952637,-0.462883,0.801814,0.546069,-0.990821,0.461016,0.480267,0.697210,0.832350,0.622110,0.762873,0.119556,-0.545515,-0.966815,-0.085211,-1.944045,-0.900687
102774,0.744249,0.114816,1.615112,-0.749024,1.185508,0.526422,-1.268551,1.059862,-1.167536,-0.252820,-1.737247,-1.010414,0.490369,-1.140188,-0.525227,-0.196754,-0.178654,-0.894419,-1.753232,0.731957,0.177656,0.895476,0.426664,-0.664292,1.222234
102775,-0.822146,0.631406,0.010227,0.772844,0.579200,-0.420217,-0.193577,0.706381,0.442310,1.513368,-1.452394,-0.259562,-1.594511,0.665806,-1.606852,-0.345001,-0.374813,0.769075,-0.943884,0.565639,-0.052224,0.832178,0.309584,-0.382534,0.129211
102776,-0.065401,0.131823,-1.549480,-1.818805,1.156828,-0.712435,3.132680,1.196156,-0.758221,-0.563491,1.260893,0.542462,0.189325,-1.218419,-0.332089,-0.322754,1.606565,0.570893,-1.240989,0.015874,2.023948,0.180531,1.456524,0.635094,-0.655980
102777,-0.812217,-0.933450,1.877256,-0.828624,0.908414,-1.290866,-2.023879,0.738803,-0.057463,0.467818,-0.089002,0.617923,1.318780,0.328152,-0.930652,0.087422,0.297523,-2.316513,0.496464,-0.179294,0.007160,0.370338,0.231067,0.780657,1.453063
102778,-1.273083,1.474481,-0.057998,1.399066,0.770088,-0.694750,-0.094308,0.748954,0.360101,-0.437834,1.918260,-0.266859,1.135192,0.763137,0.947254,0.105192,1.272976,1.558062,0.626739,-1.650084,0.311786,0.521565,-0.444720,-0.077431,0.110123
102779,0.768102,-0.011455,-0.345771,0.275691,-1.117297,0.696845,0.175996,-0.677832,-0.748574,1.483036,-0.006869,0.116858,-0.566272,-0.511052,0.172344,1.063527,0.241057,-1.546128,0.664317,1.616436,0.847261,-0.903400,0.729466,0.681767,-1.751662
102780,0.858080,0.283701,0.094567,-0.477725,0.277219,-0.233812,0.360579,0.424598,1.401183,-0.091988,-1.054487,-1.425214,-1.333447,0.964407,2.418241,-0.736118,1.408502,0.592665,1.143270,0.962234,0.102851,-0.260882,1.224985,-0.846383,1.247908
102781,0.043946,-0.699529,-0.176644,1.453890,-0.347381,0.253929,0.144484,-0.071463,-1.315644,0.723992,-0.034575,-1.411141,-0.925287,1.478491,-1.032673,-0.997337,0.008279,0.228427,0.488539,0.184773,-0.075072,-0.791259,-1.431499,-0.999105,0.105164
102782,0.837663,-0.323750,-0.907733,-0.523763,0.715235,1.015069,0.581374,0.610897,0.086637,-1.158285,-0.114095,-1.110137,-0.518503,0.149020,-0.429482,1.554171,0.094832,0.132977,-1.736001,-0.049985,-1.118386,0.328865,0.192569,0.442102,-1.198420
102783,0.222283,1.025203,0.261058,-0.228480,-0.188484,0.552502,-0.012856,-0.062199,0.017328,1.519314,1.719301,-1.007463,-0.563895,-1.481263,-0.126484,-0.951961,1.029400,-0.333316,0.527924,-1.755742,0.501661,0.693717,-0.016120,-0.032876,0.104218
102784,-0.842321,-1.195667,1.154622,0.606232,1.283714,-0.019483,0.147271,0.756407,1.540162,-0.421163,-0.256219,0.149244,-0.305661,1.226837,0.527772,-0.002390,0.015554,1.838789,0.909234,-0.174916,-0.314907,0.146983,-0.116039,-0.684330,-0.432944
102785,-0.578705,1.463210,-1.216625,-0.504189,-0.135221,-0.985714,0.784371,-0.277575,1.579913,1.050771,-0.186526,0.023787,0.144027,-1.393851,0.937484,-0.709318,0.056134,0.519332,0.689728,0.038875,-1.925154,-1.374341,0.277017,-0.567375,-0.309084
102786,0.276546,-1.165181,2.938848,-1.136329,-1.236495,-0.011368,-3.572920,-0.761480,0.015652,1.181165,-0.967738,-1.091087,1.854396,0.772610,-1.384145,-0.409156,-0.488346,-0.517635,-1.369039,-0.394791,0.309467,1.647730,-0.001928,0.198236,0.683504
102787,0.031267,0.287891,1.543408,-0.632271,1.005167,-0.355439,-1.369843,0.874457,-1.842286,0.459888,1.080195,1.032802,0.226865,-1.855162,-0.084160,-0.505412,1.785578,0.201574,-0.057044,-0.991112,-1.219661,0.003496,-0.526998,-0.499525,-0.935788
102788,1.542107,-0.212700,-0.627516,-0.828669,0.331777,0.936467,1.153292,0.628171,-0.870935,1.466222,0.591504,-0.554347,1.244902,-0.557941,1.956267,-1.788590,-0.064996,1.711079,1.205824,-0.775286,0.323746,-0.753590,0.495779,1.504818,0.043710
102789,-0.509629,-0.094211,-1.637853,-0.083330,-1.186485,0.328378,-0.646567,-0.859609,-1.773377,-1.135031,1.452575,-0.455819,-1.753896,0.833125,1.046857,0.963558,-0.792277,1.217604,-0.869603,1.137273,1.131827,1.779897,0.485679,-0.358773,1.140018
102790,0.274955,0.112430,2.926086,-1.736520,-0.960954,0.135749,-4.277344,-1.085432,-1.498253,0.894273,0.864632,0.252061,0.542221,-0.935368,0.946826,0.589063,-0.291596,-0.116810,0.509047,0.243485,0.315255,0.168343,0.399521,-0.600978,0.535794
102791,0.370029,0.777941,-0.156743,-1.593020,-0.498753,0.239104,0.520745,-0.319009,-0.675075,-0.163254,0.169039,1.131571,1.803264,-1.064418,-0.981295,-0.325478,-1.448279,1.409622,-1.160821,-0.954930,-0.183047,-1.473671,-0.437048,0.441946,0.287864
102792,2.422596,0.623596,0.223887,0.124526,-0.523891,1.489976,0.216849,-0.393314,-0.630659,1.190845,0.876593,0.677098,0.422400,-0.569712,-0.175633,-0.292779,-0.751477,1.113012,0.391249,1.328255,0.366205,0.108038,1.660185,-0.307379,0.139757
102793,0.384525,-1.447475,0.836794,0.144124,1.410634,0.409178,-0.342017,1.075177,-1.514703,0.374808,-0.416523,-0.203125,0.546546,-0.190128,-0.302518,-0.034034,0.475348,0.788638,-1.242753,-0.877808,-0.061602,-1.523569,0.679223,-0.338036,-3.546587
102794,-0.955630,-0.176133,0.643271,0.027217,0.776643,-0.523748,-0.029174,0.822021,1.409914,-0.740122,-0.348165,-1.736777,1.495893,1.822997,1.540991,-1.812843,-0.551305,-0.298006,0.481906,2.166712,-1.008522,0.090648,0.653528,-0.811750,0.713418
102795,-1.106351,0.827062,1.402668,0.589986,-0.341052,-1.170945,0.655458,0.044575,-0.217786,-0.184922,0.967967,-0.323386,-1.231852,1.401489,-0.412217,1.011213,0.588858,-2.515461,-0.288272,0.066900,-0.502849,-0.150970,-0.362837,-1.560296,-0.437714
